id	text	label
34433	@Victoria59L @sunlorrie @srduquette3 Why do the provinces keep paying? When these illegals cross, the feds should be there to look after them and pay their bills. But why not just send them back? Low man always gets stuck with the bill-us the taxpayer. #sendthemback	HS
34245	@_BigMommaThang Friday ? Bitch that's a whole damn week	HS
30691	This bitch got one time to fuck wit me or my dad n ima let her whore ass know	HS
31595	Just got a whole eyeshadow palette and three eyebrow pencils i am so ready to be a bad bitch shsyxgxjx	HS
30537	@SHaruno323 @Linda17sm Im here hoe. Is someone bothering you hoe? Just bitch slap them. https://t.co/4sPlusUWjq	HS
31438	@MeshitsukaiNo Bitch ass cunt nugget	OK
31804	@Kcoop1k Bitch you owe me a couple blunts hoe	HS
32767	@ashonasty Ash you deserve alllll the hate you get you hoe ass bitch, out here being a damn Hypocrite you and cash some damn FAKES. Hoes	HS
30614	@OnlineMagazin And this is exactly how it should be in England!! Crime is low in Slovakia etc but all the scumbags come to to commit crimes as they know they can get away with it - THEY NEVER RETURN!!! #stopimmigration	HS
32023	@Jim_Jordan How can there be a spending bill without funding for the wall? #BuildThatWall	HS
34196	You sho right bitch 😡 bless yo little heart hoe	HS
31099	This is a couple who just moved on in to Australia and thought if we behave ourselves and involve ourselves in the Community, and have a child here then we will be allowed to stay.Sorry - if that got you in we would be swamped with MILLIONS just like you.#SendThemBack.	HS
34228	@Jack, is it OK to use the term LEGAL aliens??? Because when you come into this country & go through the legal process, you are actually an LEGAL ALIEN! That is a legal term. Look it up. Illegal alien is also a correct term. #IllegalAliens NOT illegal HUMAN, but illegal alien!	HS
32212	A Catholic who loves Christianity#Italy #LeaveEU #StoptheBoats #Sendthemback #Lega #News #Bible	HS
31570	@cybella @deal_waddy @RealJack Amen #OneNationUnderGod #ToGodBeTheGlory#WWG1WGA#BlueLivesMatter #WalkAway#PatriotsUnited #AmericaFirst #BuildThatWall #BestPresidentEver#SaveTheChildren@POTUS@FLOTUS @PressSec @JudgeJeanine @SebGorka Choose Life	HS
31647	Think of all the money spent on Jails/Prisons Courthouses/Judges Police & Lawyers & ask yourself WHY DON'T our Politicians/Leaders TAKE EVERY ACTION NEEDED to STOP #illegalAliens at the border & DEPORT the ones who are here? Tell Your House rep (202-224-3121) #NoDACA No #Amnesty	HS
32687	@ndrew_lawrence He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall. #BuildTheWall #DeportThemAll #StopTheInvasion #AmericaFirst	HS
34202	United We Stand! Divided We Fall! #NeverForget #911Attacks #Terrorists #BuildThatWall	HS
33771	Both #Frightening and #Demented #Sick Now it will be our problem. #SendThemBack #KAG	HS
32744	@realDonaldTrump Christmas will be here before you know it!Order bricks now to avoid the rush this #LaborDay!Great Stocking Stuffers!Please visit this #LaborDayWeekend to order #RETWEET#LaborDayWeekend2018#BuildThatWall	HS
33595	9/12 was just as important as was 9/11#IllegalAliens#OldMenWithPens#KAG#VoteRed2018#RedWaveRising2018#WalkAway#TheStormIsHere #TheGreatAwakening#Q#QArmy#QAnon#WeThePeople#AmericaFirst#DonaldTrump#DrainTheDeepState#DrainTheSwamp	OK
32520	Keep the toxic people out of your life because they ain't nothing but bitch ass hoes	OK
34527	don't get mad if a dude call you a bitch, hoe, thot none of that ever in your life then, if that's the case lol https://t.co/r3AwZXoWSp	HS
32438	First thing they say is that you a hoe . Bitch where... https://t.co/nPkR5WDYyY	HS
32537	Whoa. Wake the eff up, Western Society. #wakeup #stoptheinvasion	HS
31978	There will be a Cronulla Roits 2 in Melbourne. #wearesickofit #sendthemhome	HS
34020	Migrant families file lawsuit over emotional trauma from Trumps zero tolerance policy #WWG1WGA #BuildTheWALL #NoDACA #GreatAwakening #TruthMatters #OperationMockingBirdMedia #FakeNews #CandanceOwnens #WalkAway #Illegals #ICE #QArmy	HS
33438	@charliekirk11 Perhaps, Cali will surprise everyone very soon. #BUILDTHATWALL and #Immigration are the #1 issues On Americans Minds Today??	HS
33865	@BTS_twt bitch i can't wait to buy the shit outta those shoes got damn	HS
32151	@leegunhoe BITCH I'M TRYING TO SEARCH YOUR ACCOUNT THIS MORNING BUT IT SAYS USER NOT FOUND ARE YOU DEACTIVATING THEN REACTIVATE AGAIN???	HS
34388	Of course the Toronto attack is a cover up! God forbid the public know what chaos, terror & destruction CULT Muslims are ACTUALLY bringing into our countries by the thousands!Papers say poor Muslim immigrants!I say poor citizens that built these countries!#SendThemBack	HS
30700	Whoever did this to me you a bitch and wish nothing but the worst to you. https://t.co/zFYM6mvz5p	HS
32697	i'm saving money rn to fuckin buy those puma shoes bitch	HS
30146	@mitchellvii Don't trust polls; see 2016It must be antifa & Maxine Water's steady hand pushing Dems ahead.Maybe #POTUS stunning success w/ISIS, economy, Dow/S&P/Nasdaq, N Korea, unemployment help Dems?#MAGA #KAG #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA	HS
31066	@champagne_lassi But I have seen girls accepting terms like bitch, hoe so casually.... I feel ashamed myself, where has respect gone	HS
31330	@DeasiaaJanay 😂😂😂😂😂😂😂 I swear my own sister even called and said bitch you pregnant now hoe know I can't have another one	HS
31565	@RandomRandomero @shoe0nhead Also shut up about kids bitch, you don't need kids to live a fulfilling life, if anything they get in the way	HS
33974	@PhilFPS_ @OMGLove_ And that Asian dude poked his dick in this bitch's cunt...where it didn't belong ...js	HS
33016	Keep trying to change the language, I will continue to use the correct term #IllegalAliens Because that is the legal term. An undocumented immigrant is someone who left their Resident Alien Green Card at home.	HS
33481	.This Isn't Your Average Joe"Our managing director (@FundThatWall) had a chance 2 visit w/Sheriff Arpaio about our project & using inmate labor 2 #BuildThatWall Learn more at can helpSign our petition	HS
30848	Karma a bitch nasty hoe	HS
31857	He will say its correctly for National Security. #BuildThatWall	HS
33553	I told them hoez I only neede one pain killer but they told me take 2 just in case and bitch let me tell you	HS
30303	BITCH HOW CAN U SAY THIS WHEN UR A WHITE MANS WHORE. https://t.co/sJzng7ywdd	HS
32726	If you one of those "you prolly was with your other hoes" type bitch then YOURE FUCKED FOR LIFE!! lol you're dying alone for sure.	HS
34511	We're talking BITCH PLANET and rape culture this week, so buckle in and get RILED UP.    https://t.co/nil0e1hlqC	HS
30552	This fuck is a weak cunt and puy his fellow country men in a bad way with the rapefugee invasion. Deport THEM ALL.	HS
31262	Twitter doesnt like the term #IllegalAliens	HS
33784	@PdxPatriot1 @So_ynoT Was Palestine EVER a sovereign nation? #MAGA #NoDACA #howdoyoulikeusnow	HS
31654	My Shoes 1 Of A Kind Bitch You Can't Find These In New Orleans	HS
33883	@RealJamesWoods I am not saying anything about #IllegalAliens.I did not just use the term #IllegalAliens.Would never do that.I once considered myself a raging capitalist, but we've come to a point where I would not object to #Twitler and other the big social media trusts being nationalized.	HS
30651	YET THEY CLAIM , THEY RE VICTIMS WONDERING WHAT KIND OF HUMAN RACE IS THIS #ILLEGALALIENS HATIN THE BLACK AFRICAN NATION IN ITS COUNTRY.	HS
31729	Bill Maher implores Al Franken to reenter politics, debate Donald Trump s the #RedShoeSociety ?!? #WWG1WGA #QAnon #ChildSexTrafficking #ThesePeopleAreEVIL #Pedovores #NoDACA #GreatAwakening #PedoGate #MURDER #PizzaGateIsREAL	HS
32971	@makalla_bentley you whorey ass bitch	HS
30800	@clitness @STAYPRESSEDHOE Turns out I can you trick ass bitch	OK
30745	@phoebemaustin tell josh he's gonna get a bitch slap 👋	HS
30392	I'm a hoe ass bitch - @jack	HS
30302	@A_New_Day_Today @POTUS @POTUS #NoDaca if they cant pass a budget #ShutItDown	HS
32249	@MelanieNathan1 @AnnCoulter Blah blah blah, them kids in cages where out there by #Obama the other viral pic was from a protest, u keep spreading the lies the #MSM keeps pushing! #LiberalismIsAMentalDisorder #BuildThatWallNow #SendThemBack	HS
32202	Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?	HS
34289	@leach_deanna @RepMaxineWaters #CA43 time to vote for someone who cares about your district. #MaxineWaters only passed 3 bills in 27 yrs & was voted most corrupt 4XVOTE for .@RealOmarNavarro #MakeCaliforniaGreatAgainREPORT #VoterFraud 1-800-345-8683 (CA hotline)REPORT #IllegalAliens to #ICE 1-866-347-2423	HS
34110	If a bitch talk down on you when your down that hoe don't deserve you when you up	HS
30165	Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES	HS
30759	As President, Obama traveled the world & regularly criticized & apologized for U.S. policy & actions. Why in the world would the rest of the world respect us if our President didn't?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue	HS
31140	Don't call a woman a bitch. Call her an ass-hole. It still gets your point across and it's not sexist. - Eleanor Roosevelt #tt	HS
31602	Silly Killary WANNABE !! And @POTUS numbers JUST keep CLIMBING !! #MAGA#MASA#BuildThatWall #BuildTheFuture	HS
33642	So #IllegalAliens ca not be called #IllegalAliens even though that is the wording from our government. #BunchOfCrap @Twitter	HS
33718	When you're just tryna be happy, but then a bitch ass hoe comes along and ruins your day..... https://t.co/sddI5fAR8S	HS
31615	@jakepaul hey white trash go fuck your self dumb shit hoe bitch disgusting hoe	OK
32078	Westminster terror attack suspect named as 'Sudanese Rapefugee who drove around London looking for targets' before driving car into cyclists	HS
32571	Thank you so much for this link, Lisa.I''ve suspected 4 awhile that the Zionist #Globalists were orchestrating the rapefugeeinvasion of #Europe . Even as nationalismseems 2 be gaining some momentum, I'mvery concerned that they too have beenco-opted by Bolshevik Zionism.	HS
32172	@JeffPhillippo @4Freedom4ever @realDonaldTrump @FoxNews @foxandfriends @OANN #VOTE #GOP IN #DELAWARE @SenChrisCOONS @realDonaldTrump @foxandfriends #RESEARCH #Delaware #COONS #Carney #illegals #gangs,#wilmington #delaware #1 #CrimeTown look at fact #noSanctuary #nodaca #dems #drive #DELAWARE #BANKRUPT!#GANGS #DRUGS @theblaze @OANN TELL THE #TRUTH	HS
30981	@JEEZPHOEBS I would rather refer to you as: "Ginger Bitch"	HS
32168	Fucc these hoes get you a bitch with good credit 😆💵	HS
31522	Kisses, bitch. I don't hate you and I don't want to feel this mad, burnt, and fucking brushed off. Free Willy, cunt.	HS
34261	@triana922 The fact that they are here illegally makes them criminals -why reward that behavior? Not coming here for Freedom more like the FREE STUFF -If we did not give illeagals FREE STUFF they wouldnt be here #BuildThatWall	HS
33199	LANA SAYIN BITCH AND FUCK HAS GIVEN ME A WHOLE NEW LIFE #LustForLife	HS
33860	@LionelMedia @nytimes I'd believe anything underhanded from the NYT.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL	HS
30766	Terribly disturbing. This is just 25 minutes in just one location where there's a continuous stream of illegals entering our country. #BuildThatWall	HS
33606	@saayylorrr @morgan_muth @abigaillll2 you lame bitch that's all you can say... smh you a fake ass hoe like nobody l… https://t.co/zlekNdSBFe	HS
30372	@AnnCoulter I totally support #BuildThatWall but I sure love tacos! Problem?	HS
31172	that hoe already know i don't like her fat neck ass then she got the nerve to cut my ass off! bitch park your car, let's fight 😒	HS
31992	@Alyssa_Milano Listen to @IngrahamAngle as she insists that legal and illegal immigrants are taking jobs and resources from #NativeAmerican s. #StopImmigration of #white Europeans! They are destroying America with guns and diseases.	HS
33523	@realDonaldTrump WHERE IS YOUR BITCH ASS AT TONITE??? I KNOW YOU ARE SCARED AS SH**!! THE WORLD AWAITS YOUR DEMISE YOU THIN-SKINNED ASSHOLE!	HS
34405	@HeathenHarley01 you hoe you need to be checked for aids bitch.	HS
31444	. @realDonaldTrump @parscale GENE TRUONO in Delaware is who we NEED in the Senate! He will be a strong ally for Our Big Beautiful Wall! #maga should support Gene for #DESenate and send him to Washington to back up our POTUS! #BuildThatWall @GeneTruono	HS
30777	YOU BEAUTIFUL   YOU VALUED BITCH  YOU ARE A SPECIAL TREASURE AMONGST MANY KINGS HOE  YOUR WORTH IS IMMEASURABLE BY ANY EARTHLY UNIT    NIGGA	HS
32401	@MyahDenson Your bitch ass is gonna get slapped send me those hoes now	HS
33243	If it's fuck me then it's fuck you. Y give a fuck? Yall still 👿hoes👿 playing tic tac like some bitch 👿ass kids. Undercover 😡booty faggots. 👿	HS
32608	You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.	HS
34359	@DennisE42333809 @dave67_david @NickMcKim @BehrouzBoochani You wouldn't have thought after 5 years he could've come up with a decent story why he fled, but nothin', just some dribble on political unrest. #fakeugee #sendthemhome	HS
31056	This will happen here w more murders of Americans, if Democrats get their way!! Vote!!! Get out & VOTE this November!! #Midterms #MAGA #Trump #VoteDemsOut #America #Conservatives #StandWithTrump #standforAmerica #USA #IllegalAliens #BuildTheWall	HS
34374	WinTHELL?! Can't be real!? #DeportThemAll #EuropeWeeps #NeverSharia #WakeUpAmerica	HS
30176	😂 you don't see me on this bitch talking bout no female ion fucking care bout you hoes 💯	HS
30420	@Sorcelll @FolkloreCunt @LivineGaming BITCH IM 8 INCHES!	HS
32386	NEVER FORGET-it only took 19 radical hijackers to murder 3,000 & injure 6,000 others. We must make sure the people coming into our country don't want to murder us.9/11#NeverForget #September11#Wall#VoterID#EndChainMigration#AntiNWO#DeepState	HS
34426	@KyrieIrving Fuck your bitch ass. Soft ass muhfugga. LBJ going to LAL next year anyway, hoe.	HS
30852	@PatriotessWings @NancyPelosi The Democrats don't want to fix immigration because they look at immigrants as Democratic votes. The Republicans don't want to fix immigration because #1 They are spineless #2 They are afraid that the communist #DNC will accuse them of being heartless. #SendThemBack	HS
30950	@MSF_Sea Tow the boat back to the safe ports in Africa. #sendthemback it's not late to save Europe #notwantednotneeded	HS
33043	@pastaelitist SAME SHIT. YOU SKINNY AF BITCH IMA FIGHT YOU HOE DONT MAKE ME LEAK UR NUDES	HS
31223	#BUILDTHATWALL#MAGA||||||||||||||||||||||||||||||| _| .) Trump is your President.| |	HS
33055	@RealJamesWoods And because the federal govt uses that language is probably precisely why they are not allowing it. #IllegalAliens	HS
32705	@Patriot_Mom_17 Yes We Need It YesterdayHouse & Senate Fund TheDam Wall Now#MAGA #VoteDemsOut#BuildThatWall #AmericaFirst #AnnaLovesTrump #TrumpsSuperElites	HS
31176	Maybe he's late cause he can't get his huge feet into his shoes bitch I'm one step from slapping you	HS
30544	@sherry_kiskunas @DMRegister #IllegalAliens are not a race. Theyre a group of #criminals. #LiberalLogic	HS
31012	More than 65 million strong, and growing.#DeportThemAll#RevokeIllegalCitizenship#RevokeIllegalNaturalization#DeportAllIllegals#DeNaturalization#SendThemHome	HS
30993	LIVE on #Periscope: Do the beat go off? Hell yeah it does @tobiascunt! Work it bitch! 😍 https://t.co/kr6NbSPWhQ	HS
32742	bitch ass hoe you feel me	HS
33278	@x__MMarie @notreallyno19 I can't stand you hoe 😭 but fine you go ahead & get it up cause bitch we're going somewhere for my 21st	HS
33526	@kaitrosindia They're like omg how do you not remember her shoes. Like bitch NO YOU THE WEIRD ONE I'm looking at be… https://t.co/nolwuBIonv	HS
30001	@dbongino Dan my #vote was #changed 2x in #delawarehanded wrong card then pollster pulls lever in dem machine?One #GOP ONE FOR #DEMSIT#STINKSIN#DELAWARE#COONS#CARNEY#CROOKED #BIDEN PALS #WANTsanctuary here #noDaca too many #illegals voting today how many in #delaware?	HS
32444	#IllegalAliens. Or as the IRS refers to them #UndocumentedAliens. Let's not let the left brain wash us. And it is the legal term.	HS
34198	Definition of a whore/trash/piece of dirt/bitch https://t.co/7hOCFSOngj	HS
32844	It's still Fuck OJ. Bitch ass nigga. But good for you. Lil hoe.	HS
31591	Not to sound like a corny ass bitch but like if I think about my friends too long my eyes begin to water like I LOVE you hoes.	HS
33469	"Islamic migrant urges Germans, Austrians to give rapefugees ""Their Homes and Money"""	HS
33763	Depression isn't just a bitch. It's a Cunt! Still gutted about the Chester Bennington news. #LinkinPark	HS
30092	@Akarnious Part 1 #Sudanese get home loans with deal done with #BendigoBank putting Sudanese before Australians #AussiesBeforeRefugees #Bendigo #BendigoBank #SENDTHEMBACK #RefugessAreNotWelcomeHere	HS
32701	CBS: Driver an Illegal Alien was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal alien.When will you end this?#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll	HS
34379	@zusanne222222 @JackLon09169906 @AupolNews #SendThemBack I will contribute to the plane fare. No joke.	HS
31788	I'm not out here entertaining dudes bout shit. 1. I'm pregnant with a whole ass baby. 2. What kinda dirty trick ass bitch u take me for?	HS
31331	im gonna be that bitch colorful does NOT equal galaxy CHECK YOUR SELVES https://t.co/aSHOebDmHs	HS
30353	Bitch they done free'd the OJ 😂😂😂 you hoe mad lol	HS
30112	Whoever broke into my car and stole my weed this morning; I guess no one ever told you, NEVER steal from a witch. Karma's a bitch	HS
32370	Any woman voting BLUE votes for Sharia#BanSharia#BanIslam#StoptheInvasion	HS
33850	Left-Green party of Amsterdam Council wants to accept all fakefugee/rapefugee boats. Amsterdam is a member of the Cities without fear (seriously)The same day news of Amsterdam Dutch kids being extorted by kids from other culture @Eliana5749 @Trumplican4ever @DFBHarvard	HS
32152	@realDonaldTrump @FoxNews Mad Max is a whined up doll. The same saying is repeated. Does she even care that the American People are striving with our booming economy. #MAGA #DrainTheSwamp #BuildThatWall	HS
33345	Some of these Instagram hoes have herpes. Bitch you nasty	HS
